ean,nom,prix,magasin,image,categorie,nutriscore
0014100045496,Salted Caramel Cookies,3.48,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/004/5496/2.400.jpg,Snacks,e
0014100047438,Double Milk Chocolate Cookies,3.29,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/004/7438/1.400.jpg,Snacks,e
0014100047438,Double Milk Chocolate Cookies,3.14,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/004/7438/1.400.jpg,Snacks,e
0014100047438,Double Milk Chocolate Cookies,3.33,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/004/7438/1.400.jpg,Snacks,e
0014100047803,Thin & Crispy Dark Chocolate Chip Cookies,3.12,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/004/7803/1.400.jpg,Snacks,e
0014100047803,Thin & Crispy Dark Chocolate Chip Cookies,3.81,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/004/7803/1.400.jpg,Snacks,e
0014100047803,Thin & Crispy Dark Chocolate Chip Cookies,3.69,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/004/7803/1.400.jpg,Snacks,e
0014100047827,Thin & Crispy Triple Chocolate Chip Cookies,3.45,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/004/7827/1.400.jpg,Snacks,e
0014100047827,Thin & Crispy Triple Chocolate Chip Cookies,3.13,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/004/7827/1.400.jpg,Snacks,e
0014100047827,Thin & Crispy Triple Chocolate Chip Cookies,3.18,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/004/7827/1.400.jpg,Snacks,e
0014100048107,Thin & Crispy Milk Chocolate Chip Cookies,4.13,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/004/8107/4.400.jpg,Snacks,e
0014100048107,Thin & Crispy Milk Chocolate Chip Cookies,3.23,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/004/8107/4.400.jpg,Snacks,e
0014100048107,Thin & Crispy Milk Chocolate Chip Cookies,3.23,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/004/8107/4.400.jpg,Snacks,e
0014100071143,Pain,2.56,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/1143/2.400.jpg,Plant based foods and beverages,d
0014100071143,Pain,3.43,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/1143/2.400.jpg,Plant based foods and beverages,d
0014100071143,Pain,3.04,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/1143/2.400.jpg,Plant based foods and beverages,d
0014100071198,Pumpernickel bread  dark pump,2.32,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/1198/6.400.jpg,Plant based foods and beverages,unknown
0014100071198,Pumpernickel bread  dark pump,2.74,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/1198/6.400.jpg,Plant based foods and beverages,unknown
0014100071198,Pumpernickel bread  dark pump,2.68,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/1198/6.400.jpg,Plant based foods and beverages,unknown
0014100074830,Cinnamon raisin bagels,2.69,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/4830/6.400.jpg,Plant based foods and beverages,c
0014100074830,Cinnamon raisin bagels,3.08,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/4830/6.400.jpg,Plant based foods and beverages,c
0014100074830,Cinnamon raisin bagels,3.37,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/4830/6.400.jpg,Plant based foods and beverages,c
0014100075233,Goldfish Baked Snack Crackers Cheddar,3.18,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/5233/1.400.jpg,Snacks,d
0014100075233,Goldfish Baked Snack Crackers Cheddar,3.21,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/5233/1.400.jpg,Snacks,d
0014100075233,Goldfish Baked Snack Crackers Cheddar,2.67,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/5233/1.400.jpg,Snacks,d
0014100077084,Chesapeake Dark Chocolate Pecan,2.9,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/7084/9.400.jpg,Snacks,e
0014100077084,Chesapeake Dark Chocolate Pecan,3.91,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/7084/9.400.jpg,Snacks,e
0014100077084,Chesapeake Dark Chocolate Pecan,3.62,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/7084/9.400.jpg,Snacks,e
0014100077138,Cookies Nantucket,2.45,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/7138/1.400.jpg,Snacks,e
0014100077138,Cookies Nantucket,2.89,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/7138/1.400.jpg,Snacks,e
0014100077138,Cookies Nantucket,2.41,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/7138/1.400.jpg,Snacks,e
0014100077152,Bagels Everything,2.71,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/7152/3.400.jpg,Plant based foods and beverages,c
0014100077152,Bagels Everything,2.59,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/7152/3.400.jpg,Plant based foods and beverages,c
0014100077152,Bagels Everything,2.52,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/7152/3.400.jpg,Plant based foods and beverages,c
0014100077602,Goldfish,2.54,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/7602/1.400.jpg,Snacks,d
0014100077602,Goldfish,3.4,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/7602/1.400.jpg,Snacks,d
0014100077602,Goldfish,2.74,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/7602/1.400.jpg,Snacks,d
0014100079460,Brussels,2.57,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/9460/5.400.jpg,Snacks,e
0014100079460,Brussels,2.79,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/9460/5.400.jpg,Snacks,e
0014100079460,Brussels,2.46,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/9460/5.400.jpg,Snacks,e
0014100079859,Sausalito biscuit croustillant aux morceaux de chocolat,3.57,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/9859/1.400.jpg,Snacks,c
0014100079859,Sausalito biscuit croustillant aux morceaux de chocolat,4.02,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/9859/1.400.jpg,Snacks,c
0014100079859,Sausalito biscuit croustillant aux morceaux de chocolat,3.04,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/007/9859/1.400.jpg,Snacks,c
0014100082033,Cookies (chocolat Noir),3.17,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/2033/9.400.jpg,Snacks,e
0014100082033,Cookies (chocolat Noir),3.73,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/2033/9.400.jpg,Snacks,e
0014100082033,Cookies (chocolat Noir),2.96,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/2033/9.400.jpg,Snacks,e
0014100082996,Pepperidge Farm Farmhouse 12 Grain Bread,2.41,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/2996/1.400.jpg,Plant based foods and beverages,c
0014100082996,Pepperidge Farm Farmhouse 12 Grain Bread,3.31,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/2996/1.400.jpg,Plant based foods and beverages,c
0014100082996,Pepperidge Farm Farmhouse 12 Grain Bread,3.06,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/2996/1.400.jpg,Plant based foods and beverages,c
0014100085478,Goldfish,2.33,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/5478/1.400.jpg,Snacks,d
0014100085478,Goldfish,2.67,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/5478/1.400.jpg,Snacks,d
0014100085478,Goldfish,3.26,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/5478/1.400.jpg,Snacks,d
0014100085485,Flavor Blasted Xtra Cheddar,2.78,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/5485/1.400.jpg,Snacks,d
0014100085485,Flavor Blasted Xtra Cheddar,2.65,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/5485/1.400.jpg,Snacks,d
0014100085485,Flavor Blasted Xtra Cheddar,2.6,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/5485/1.400.jpg,Snacks,d
0014100085508,Goldfish Baked Snack Crackers  Original,3.11,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/5508/1.400.jpg,Snacks,d
0014100085508,Goldfish Baked Snack Crackers  Original,3.17,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/5508/1.400.jpg,Snacks,d
0014100085508,Goldfish Baked Snack Crackers  Original,3.03,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/5508/1.400.jpg,Snacks,d
0014100085621,Pepperidge Farm Goldfish Baked Snack Crackers Pretzel,3.36,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/5621/5.400.jpg,Snacks,d
0014100085621,Pepperidge Farm Goldfish Baked Snack Crackers Pretzel,2.9,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/5621/5.400.jpg,Snacks,d
0014100085621,Pepperidge Farm Goldfish Baked Snack Crackers Pretzel,2.52,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/5621/5.400.jpg,Snacks,d
0014100085997,Whole grain,3.47,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/5997/3.400.jpg,Plant based foods and beverages,b
0014100085997,Whole grain,2.89,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/5997/3.400.jpg,Plant based foods and beverages,b
0014100085997,Whole grain,2.75,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/5997/3.400.jpg,Plant based foods and beverages,b
0014100087830,Pirouette Chocolate Hazelnut,3.07,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/7830/4.400.jpg,Snacks,e
0014100087830,Pirouette Chocolate Hazelnut,3.35,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/7830/4.400.jpg,Snacks,e
0014100087830,Pirouette Chocolate Hazelnut,3.96,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/7830/4.400.jpg,Snacks,e
0014100089001,Pepperidge Farm Soft Baked Chocolate Chuck Cookies Mantauk,3.41,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/9001/1.400.jpg,Snacks,e
0014100089001,Pepperidge Farm Soft Baked Chocolate Chuck Cookies Mantauk,3.4,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/9001/1.400.jpg,Snacks,e
0014100089001,Pepperidge Farm Soft Baked Chocolate Chuck Cookies Mantauk,3.81,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/008/9001/1.400.jpg,Snacks,e
0014100093626,Goldfish S'mores,3.08,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/3626/8.400.jpg,Snacks,e
0014100093626,Goldfish S'mores,2.79,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/3626/8.400.jpg,Snacks,e
0014100093626,Goldfish S'mores,2.5,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/3626/8.400.jpg,Snacks,e
0014100096979,Chocolate Chunk Crispy Cookies - Dark Chocolate Pecan,2.84,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/6979/8.400.jpg,Snacks,e
0014100096979,Chocolate Chunk Crispy Cookies - Dark Chocolate Pecan,3.15,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/6979/8.400.jpg,Snacks,e
0014100096979,Chocolate Chunk Crispy Cookies - Dark Chocolate Pecan,4,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/6979/8.400.jpg,Snacks,e
0014100096986,Chocolate Chunk Dark Double Chocolate Crispy Cookies,3.74,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/6986/25.400.jpg,Snacks,e
0014100096986,Chocolate Chunk Dark Double Chocolate Crispy Cookies,3.27,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/6986/25.400.jpg,Snacks,e
0014100096986,Chocolate Chunk Dark Double Chocolate Crispy Cookies,2.88,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/6986/25.400.jpg,Snacks,e
0014100096993,Chocolate chunk classic dark chocolate crispy Cookies,3.61,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/6993/16.400.jpg,Snacks,e
0014100096993,Chocolate chunk classic dark chocolate crispy Cookies,4.08,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/6993/16.400.jpg,Snacks,e
0014100096993,Chocolate chunk classic dark chocolate crispy Cookies,3.17,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/6993/16.400.jpg,Snacks,e
0014100097006,Chocolate Chunk Milk Chocolate Macadamia Crispy Cookies,3.69,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/7006/23.400.jpg,Snacks,e
0014100097006,Chocolate Chunk Milk Chocolate Macadamia Crispy Cookies,4.11,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/7006/23.400.jpg,Snacks,e
0014100097006,Chocolate Chunk Milk Chocolate Macadamia Crispy Cookies,3.74,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/7006/23.400.jpg,Snacks,e
0014100097013,Chocolate Chunk White Chocolate Macadamia Crispy Cookies,3.2,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/7013/12.400.jpg,Snacks,e
0014100097013,Chocolate Chunk White Chocolate Macadamia Crispy Cookies,3.81,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/7013/12.400.jpg,Snacks,e
0014100097013,Chocolate Chunk White Chocolate Macadamia Crispy Cookies,3.43,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/7013/12.400.jpg,Snacks,e
0014100097037,Soft Baked Chocolate Chunk Dark Chocolat Brownie,3.61,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/7037/6.400.jpg,Snacks,e
0014100097037,Soft Baked Chocolate Chunk Dark Chocolat Brownie,3.04,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/7037/6.400.jpg,Snacks,e
0014100097037,Soft Baked Chocolate Chunk Dark Chocolat Brownie,3.51,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/7037/6.400.jpg,Snacks,e
0014100097068,Soft Baked Santa Cruz Oatmeal Raisin Cookies,2.67,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/7068/2.400.jpg,Snacks,e
0014100097068,Soft Baked Santa Cruz Oatmeal Raisin Cookies,2.58,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/7068/2.400.jpg,Snacks,e
0014100097068,Soft Baked Santa Cruz Oatmeal Raisin Cookies,3.44,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/7068/2.400.jpg,Snacks,e
0014100098980,Cookies soft baked,2.43,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/8980/13.400.jpg,Snacks,e
0014100098980,Cookies soft baked,3.45,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/8980/13.400.jpg,Snacks,e
0014100098980,Cookies soft baked,3.17,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/8980/13.400.jpg,Snacks,e
0014100099680,Goldfish Cheddar,3.21,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/9680/4.400.jpg,Snacks,d
0014100099680,Goldfish Cheddar,3.47,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/9680/4.400.jpg,Snacks,d
0014100099680,Goldfish Cheddar,2.42,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/9680/4.400.jpg,Snacks,d
0014100099970,Milano Milk Chocolate Cookies,3.94,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/9970/8.400.jpg,Snacks,e
0014100099970,Milano Milk Chocolate Cookies,3.36,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/9970/8.400.jpg,Snacks,e
0014100099970,Milano Milk Chocolate Cookies,2.95,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/009/9970/8.400.jpg,Snacks,e
0014100156833,Goldfish,3.34,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/015/6833/4.400.jpg,Épicerie,unknown
0014100156833,Goldfish,2.55,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/015/6833/4.400.jpg,Épicerie,unknown
0014100156833,Goldfish,2.59,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/015/6833/4.400.jpg,Épicerie,unknown
0014100170945,Craquelins Goldfish Trio Fromage,3.66,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/017/0945/1.400.jpg,Snacks,d
0014100170945,Craquelins Goldfish Trio Fromage,3.86,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/017/0945/1.400.jpg,Snacks,d
0014100170945,Craquelins Goldfish Trio Fromage,3.22,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/017/0945/1.400.jpg,Snacks,d
0014100170952,Craquelins Goldfish (cheddar),2.45,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/017/0952/1.400.jpg,Snacks,d
0014100170952,Craquelins Goldfish (cheddar),2.6,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/017/0952/1.400.jpg,Snacks,d
0014100170952,Craquelins Goldfish (cheddar),2.77,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/017/0952/1.400.jpg,Snacks,d
0014100170969,Goldfish,3.14,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/017/0969/8.400.jpg,Craquelin,d
0014100170969,Goldfish,2.41,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/017/0969/8.400.jpg,Craquelin,d
0014100170969,Goldfish,3.43,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/017/0969/8.400.jpg,Craquelin,d
0014100197904,Goldfish Colours Crackers,3.17,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/019/7904/1.400.jpg,Snacks,d
0014100197904,Goldfish Colours Crackers,2.47,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/019/7904/1.400.jpg,Snacks,d
0014100197904,Goldfish Colours Crackers,3.02,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/410/019/7904/1.400.jpg,Snacks,d
0014113210331,Amandes cru naturelles,2.98,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/321/0331/2.400.jpg,Plant based foods and beverages,b
0014113210331,Amandes cru naturelles,3.43,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/321/0331/2.400.jpg,Plant based foods and beverages,b
0014113210331,Amandes cru naturelles,2.89,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/321/0331/2.400.jpg,Plant based foods and beverages,b
0014113210348,Almonds,2.58,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/321/0348/3.400.jpg,Épicerie,unknown
0014113210348,Almonds,2.8,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/321/0348/3.400.jpg,Épicerie,unknown
0014113210348,Almonds,2.64,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/321/0348/3.400.jpg,Épicerie,unknown
0014113230018,Amandes natures,2.53,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0018/20.400.jpg,Plant based foods and beverages,b
0014113230018,Amandes natures,3.45,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0018/20.400.jpg,Plant based foods and beverages,b
0014113230018,Amandes natures,2.87,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0018/20.400.jpg,Plant based foods and beverages,b
0014113230025,Amandes grillées salées,2.95,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0025/7.400.jpg,Plant based foods and beverages,b
0014113230025,Amandes grillées salées,2.4,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0025/7.400.jpg,Plant based foods and beverages,b
0014113230025,Amandes grillées salées,3.07,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0025/7.400.jpg,Plant based foods and beverages,b
0014113230049,Amandes Émondées,2.94,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0049/8.400.jpg,Plant based foods and beverages,b
0014113230049,Amandes Émondées,3.07,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0049/8.400.jpg,Plant based foods and beverages,b
0014113230049,Amandes Émondées,3.37,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0049/8.400.jpg,Plant based foods and beverages,b
0014113230056,Poudre d'amande,2.65,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0056/1.400.jpg,Plant based foods and beverages,unknown
0014113230056,Poudre d'amande,3.47,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0056/1.400.jpg,Plant based foods and beverages,unknown
0014113230056,Poudre d'amande,2.62,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0056/1.400.jpg,Plant based foods and beverages,unknown
0014113230063,Amandes naturelles,2.52,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0063/2.400.jpg,Épicerie,unknown
0014113230063,Amandes naturelles,2.77,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0063/2.400.jpg,Épicerie,unknown
0014113230063,Amandes naturelles,2.84,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0063/2.400.jpg,Épicerie,unknown
0014113230100,ALMONDS Roasted Salted,2.6,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0100/1.400.jpg,Plant based foods and beverages,unknown
0014113230100,ALMONDS Roasted Salted,2.61,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0100/1.400.jpg,Plant based foods and beverages,unknown
0014113230100,ALMONDS Roasted Salted,2.36,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0100/1.400.jpg,Plant based foods and beverages,unknown
0014113230117,Amandes Grillées Salées,2.83,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0117/1.400.jpg,Plant based foods and beverages,b
0014113230117,Amandes Grillées Salées,2.34,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0117/1.400.jpg,Plant based foods and beverages,b
0014113230117,Amandes Grillées Salées,2.43,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0117/1.400.jpg,Plant based foods and beverages,b
0014113230131,Amandes nature,3.39,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0131/1.400.jpg,Plant based foods and beverages,b
0014113230131,Amandes nature,2.52,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0131/1.400.jpg,Plant based foods and beverages,b
0014113230131,Amandes nature,3.15,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0131/1.400.jpg,Plant based foods and beverages,b
0014113230148,Salt & Pepper Almonds,3.46,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0148/2.400.jpg,Épicerie,unknown
0014113230148,Salt & Pepper Almonds,2.7,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0148/2.400.jpg,Épicerie,unknown
0014113230148,Salt & Pepper Almonds,2.62,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0148/2.400.jpg,Épicerie,unknown
0014113230223,Almonds,3.24,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0223/9.400.jpg,Épicerie,unknown
0014113230223,Almonds,3.35,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0223/9.400.jpg,Épicerie,unknown
0014113230223,Almonds,2.67,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0223/9.400.jpg,Épicerie,unknown
0014113230230,Natural Almonds,3.23,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0230/11.400.jpg,Plant based foods and beverages,b
0014113230230,Natural Almonds,3.47,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0230/11.400.jpg,Plant based foods and beverages,b
0014113230230,Natural Almonds,3.43,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/001/411/323/0230/11.400.jpg,Plant based foods and beverages,b
